Chapter ID,Order No,Video Name,Video URL
70,5,Superposition and Interference of Waves,https://www.youtube.com/watch?v=_2sXBkHQ5yI&list=PLZ9LVTcy9PK3VadnawOwBXDuAaTDkqEUp
70,6,Constructive and Destructive Interference,https://www.youtube.com/watch?v=7hzBwTMeAFM&list=PLZ9LVTcy9PK3VadnawOwBXDuAaTDkqEUp
70,7,Organ Pipes-1,https://www.youtube.com/watch?v=ExdR5Mjs89g&list=PLZ9LVTcy9PK3VadnawOwBXDuAaTDkqEUp
70,8,Organ Pipes-2,https://www.youtube.com/watch?v=6gT0BXlcJAE&list=PLZ9LVTcy9PK3VadnawOwBXDuAaTDkqEUp
76,1,"Introduction to AC and DC, average and RMS currents",https://youtu.be/mMuobAFhvEk
76,2,"Pure resistive, inductive and capacitive circuits",https://youtu.be/iF6lEO_0uBE
76,3,Series LR and series RC circuits,https://youtu.be/dJoALzZYLfQ
76,4,Power in AC circuit and power factor (Part 1),https://youtu.be/JQO9WgGNvNU
76,5,Power in AC circuit and power factor (Part 2),https://youtu.be/xNdo9wr7aVQ
76,6,Series RLC circuit,https://youtu.be/7Q-CLdYihYc
76,7,"Resonance, radio tuning, bandwidth and quality factor",https://youtu.be/tUID9h15-ts
76,8,LC oscillations and transformers,https://youtu.be/qd4TZSZG6s0
65,1,Intro to Fluids,https://www.youtube.com/watch?v=p_vHo2EM94Q&list=PLZ9LVTcy9PK2gXyBTUvgBpkKJfbPo7sGC
65,2,Hydrostatic Paradox and Pressure Variation,https://www.youtube.com/watch?v=-fBc8Wsu8PA&list=PLZ9LVTcy9PK2gXyBTUvgBpkKJfbPo7sGC
65,3,Fluid Instruments - Barometer & Manometer,https://www.youtube.com/watch?v=-0eo2w5uXJM&list=PLZ9LVTcy9PK2gXyBTUvgBpkKJfbPo7sGC
65,4,"Pascal's law, Buoyancy & Archimedes principle",https://www.youtube.com/watch?v=MTrKRVNdrRI&list=PLZ9LVTcy9PK2gXyBTUvgBpkKJfbPo7sGC
65,5,Continuity equation and Bernoulli's principle,https://www.youtube.com/watch?v=vl3crjeKozU&list=PLZ9LVTcy9PK2gXyBTUvgBpkKJfbPo7sGC
65,6,Applications of Bernoulli's : speed of efflux,https://www.youtube.com/watch?v=ss7PKBKvSFU&list=PLZ9LVTcy9PK2gXyBTUvgBpkKJfbPo7sGC
65,7,Application of Bernoulli's : Lift on Aerofoils,https://www.youtube.com/watch?v=q8bIPFv4zRI&list=PLZ9LVTcy9PK2gXyBTUvgBpkKJfbPo7sGC
65,8,Properties of fluids : Viscosity,https://www.youtube.com/watch?v=mWjd1RPylTs&list=PLZ9LVTcy9PK2gXyBTUvgBpkKJfbPo7sGC
65,9,Stokes law and Terminal velocity,https://www.youtube.com/watch?v=usmQmmXVWAE&list=PLZ9LVTcy9PK2gXyBTUvgBpkKJfbPo7sGC
65,10,Reynold's Number,https://www.youtube.com/watch?v=j87d8WGl6jw&list=PLZ9LVTcy9PK2gXyBTUvgBpkKJfbPo7sGC
65,11,Surface Tension and Surface Energy,https://www.youtube.com/watch?v=fJm0vlfaxHE&list=PLZ9LVTcy9PK2gXyBTUvgBpkKJfbPo7sGC
65,12,Contact Angle & Pressure inside drops and bubbles,https://www.youtube.com/watch?v=5Q-mc9NE3ko&list=PLZ9LVTcy9PK2gXyBTUvgBpkKJfbPo7sGC
65,13,Capillary Rise,https://www.youtube.com/watch?v=tbhP9qdi-k4&list=PLZ9LVTcy9PK2gXyBTUvgBpkKJfbPo7sGC
63,1,Newton's law of Gravitation & Superposition theorem,https://youtu.be/LKsF2lcLz2I?si=JPWem03YHiFiPPBr
63,2,Gravitational field & Gravitational Field Intensity,https://youtu.be/EmxrNMPLgRc?si=UtsdbrvaSMKsw2zb
63,3,How Strong is Earth's Gravity? The Shocking Truth!,https://youtu.be/zQ56IKOIDAY?si=lhDFHnTOEYU9tHCU
63,4,Gravitational Potential Energy,https://youtu.be/8zQEG623cbM?si=FVVhGVf-rI0NYIQm
63,5,Gravitational Potential & Satellites,https://youtu.be/96XW8N_o4qI?si=oGh6r9FnUwxE2BpT
63,6,Escape Velocity & Kepler's Laws,https://youtu.be/OOlYeKekzvo?si=fjlWzmLem5BhTgOB
63,7,Problem Solving on Gravitation chapter,https://youtu.be/eYCPH9A3MLs?si=6MAAwNaSy90qbenc
68,1,Introduction and Gas Laws,https://youtu.be/AoKL3t7eFPI?si=JlcVzhl8L30DM6oD
68,2,Molecular Speeds & Degree of freedom,https://youtu.be/sVW7EcTzz_c?si=YDhdlOOvz7_rorb8
68,3,Law of equipartition & Mixing of gases,https://youtu.be/cwgk6IxRFIE?si=sTkvUf6C_4W7jfnO
68,4,Problems on Kinetic Theory of Gases,https://youtu.be/UFER7EpnZ6o?si=HieZnf04AjzV-MXA
